Patient	Gene	ENSG.ID	logFC	logCPM	F	PValue	FDR
P1	ARF4	ENSG00000168374.11	0.033887805	8.271450496	0.264277532	0.612175588	0.740765241
P1		ENSG00000288107.1	-0.113333758	0.52347784	0.264228664	0.612208289	0.740765241
P1	ESRRAP2	ENSG00000235438.7	-0.450773686	-3.541496008	0.264227422	0.612209121	0.740765241
P1	FAM177B	ENSG00000197520.11	0.207342706	-1.960212389	0.264099625	0.612294658	0.740827726
P1	HSPA4L	ENSG00000164070.12	0.083892427	3.414816126	0.263690836	0.612568446	0.741103551
P1	DOCK4	ENSG00000128512.24	-0.051353738	6.192290351	0.263642042	0.612601144	0.741103551
P1	AL139398.1	ENSG00000284391.1	-0.180724967	-2.211021316	0.263607411	0.612624353	0.741103551
P1	ZFYVE9	ENSG00000157077.16	0.029552478	6.121566464	0.263503431	0.612694051	0.741146844
P1	ENPP3	ENSG00000154269.15	0.12043076	-0.812320767	0.262687214	0.613241771	0.741768341
P1	AC008825.1	ENSG00000250453.2	-0.288570624	-2.925294557	0.262632018	0.613278849	0.741772138
P1	STK11IP	ENSG00000144589.22	0.036018477	4.013326591	0.26258025	0.613313629	0.741773155
P1	FAM149B1	ENSG00000138286.15	0.071911888	1.775939616	0.262518411	0.613355181	0.741782361
P1	SYNDIG1L	ENSG00000183379.9	-0.726281182	-3.739727296	0.262355005	0.613465009	0.741874134
P1	DCAF8	ENSG00000132716.19	0.064460077	2.961200031	0.261660129	0.613932533	0.742398442
P1	SNORD3B-1	ENSG00000265185.6	0.125654764	1.314340512	0.261356857	0.614136827	0.742541325
P1	EPOP	ENSG00000273604.2	-0.098843855	0.990513802	0.26134131	0.614147304	0.742541325
P1	AC090952.2	ENSG00000283392.1	-0.45098864	-3.953108375	0.261313983	0.61416572	0.742541325
P1	BX842568.2	ENSG00000223723.1	0.356530127	-3.634945132	0.26128302	0.614186588	0.742541325
P1	APP	ENSG00000142192.21	0.031688349	9.527985812	0.261196308	0.614245038	0.742570914
P1	AC093591.2	ENSG00000261668.1	0.152489037	-0.869262819	0.260384084	0.614793134	0.743192408
P1	AC007950.2	ENSG00000276651.1	-0.216051543	-2.276581039	0.260174349	0.614934842	0.743322598
P1	ARHGEF15	ENSG00000198844.12	0.709270095	-3.61160316	0.261631577	0.615003751	0.743364782
P1	CCNI2	ENSG00000205089.8	0.561682273	-3.943088878	0.259948302	0.615087651	0.743425079
P1	AC005180.2	ENSG00000267505.1	0.144200865	-1.539629275	0.259670033	0.615275879	0.743572881
P1	NEFM	ENSG00000104722.14	-0.264464969	-2.476771502	0.259622746	0.615307878	0.743572881
P1	WRAP73	ENSG00000116213.16	0.041515925	3.550402131	0.259616651	0.615312002	0.743572881
P1	ZFP30	ENSG00000120784.17	0.032555641	4.462965736	0.259533835	0.615368053	0.743584013
P1	ELMOD3	ENSG00000115459.18	-0.041689578	4.700949513	0.259501304	0.615390074	0.743584013
P1	CEP68	ENSG00000011523.14	0.042787789	3.104220821	0.259452252	0.61542328	0.743584013
P1	AC108210.1	ENSG00000249771.2	-0.315921904	-2.57857189	0.259353384	0.615490224	0.743610081
P1	PKD2L2	ENSG00000078795.17	0.058732793	3.325041286	0.259319896	0.615512902	0.743610081
P1	ANXA5	ENSG00000164111.15	-0.034003338	9.826343789	0.25919474	0.615597674	0.743671389
P1	PLSCR2	ENSG00000163746.12	-0.189328988	-2.557142765	0.258879799	0.615811111	0.743864531
P1	MIR1299	ENSG00000275377.1	0.302654288	-3.481019049	0.258858392	0.615825624	0.743864531
P1	FAM160A2	ENSG00000051009.11	0.035000851	4.595617847	0.258492476	0.616073826	0.744123213
P1	ZNF331	ENSG00000130844.19	-0.027108841	4.622229738	0.258408599	0.616130751	0.744150845
P1	MIR4757	ENSG00000266738.1	-0.473788488	-3.344399059	0.258201448	0.616271389	0.744279576
P1	HPS6	ENSG00000166189.8	-0.047430616	4.393009544	0.257799841	0.616544251	0.744549733
P1	AC010789.1	ENSG00000224817.2	-0.49872737	-3.316108829	0.257771945	0.616563214	0.744549733
P1	FBXO48	ENSG00000204923.4	-0.067951817	1.794583837	0.257639109	0.616653532	0.744617657
P1	ANXA6	ENSG00000197043.14	0.033090457	8.652750285	0.257499171	0.61674871	0.744660639
P1	AC112504.1	ENSG00000279147.1	0.437491768	-3.464296981	0.257486588	0.61675727	0.744660639
P1	LINC00884	ENSG00000233058.3	0.100131465	0.6534715	0.257421183	0.616801767	0.744673227
P1	RN7SL507P	ENSG00000239702.3	-0.402595552	-3.486077056	0.25732073	0.616870123	0.744714615
P1	FILIP1	ENSG00000118407.15	0.107994904	-0.724074519	0.257103307	0.617018132	0.744852157
P1	AC009563.1	ENSG00000253961.1	0.24120599	-2.618352053	0.256935095	0.617132695	0.744949309
P1	CFAP45	ENSG00000213085.10	-0.108827745	0.043394958	0.256823624	0.61720864	0.744998343
P1	OLAH	ENSG00000152463.15	-0.293511993	-3.319310596	0.256775419	0.617241489	0.744998343
P1	C6orf58	ENSG00000184530.9	0.099858044	0.510017204	0.256533585	0.617406342	0.745156166
P1	MYO1G	ENSG00000136286.16	-0.255492717	-2.695536663	0.256430472	0.617476661	0.745199884
P1	OXNAD1	ENSG00000154814.14	0.033511308	4.62646373	0.256361522	0.617523693	0.745215495
P1	AC020661.1	ENSG00000251161.4	0.089335809	-0.109581998	0.256165715	0.617657299	0.745335575
P1		ENSG00000286205.1	-0.239062211	-2.32856529	0.255829962	0.617886546	0.745571045
P1	CWC22	ENSG00000163510.14	0.041436736	5.340311941	0.255771245	0.617926656	0.745578282
P1	SLC10A3	ENSG00000126903.16	-0.050631218	4.578999096	0.255452935	0.6181442	0.745766307
P1	MYL12BP1	ENSG00000260490.2	-0.211274143	-2.455342757	0.25544338	0.618150733	0.745766307
P1	CHMP1A	ENSG00000131165.16	0.035074217	6.013601829	0.25536575	0.618203815	0.74578918
P1	PDZRN4	ENSG00000165966.16	-0.226267895	-1.362202043	0.255263993	0.61827341	0.745831971
P1	AC005808.1	ENSG00000235415.1	-0.183825381	-1.798178523	0.254990903	0.618460273	0.746008974
P1	AP001542.1	ENSG00000266995.1	0.686863141	-3.711102175	0.254949803	0.618488407	0.746008974
P1	AC114781.1	ENSG00000248401.2	0.210053762	-1.822578785	0.254608346	0.618722252	0.74624985
P1		ENSG00000288866.1	0.28136814	-2.504231282	0.254481891	0.618808904	0.746313178
P1	C8orf34-AS1	ENSG00000248801.7	-0.46602403	-1.883331264	0.261297779	0.618854681	0.746327204
P1	VTI1BP2	ENSG00000213434.2	-0.252538121	-2.578365157	0.254185326	0.61901223	0.746476015
P1	AC025580.2	ENSG00000259354.5	-0.217125219	-2.428129329	0.254082476	0.619082779	0.746519901
P1	AL109804.1	ENSG00000274949.1	-0.105315622	-0.659700627	0.253931683	0.619186246	0.746603476
P1	AC021491.1	ENSG00000249451.1	0.524377103	-3.194292718	0.253776589	0.619292706	0.746690649
P1	ZBTB42	ENSG00000179627.10	0.064625234	1.91662634	0.2536104	0.619406827	0.746787048
P1	CHRND	ENSG00000135902.10	-0.286973353	-2.530108447	0.253470219	0.619503125	0.74686195
P1	CMTM4	ENSG00000183723.13	0.029318329	5.390477163	0.253415407	0.619540787	0.746866158
P1	PTPA	ENSG00000119383.21	0.030590397	4.958262121	0.253332641	0.619597667	0.746893532
P1	ALDOB	ENSG00000136872.21	0.216633868	-1.799488177	0.253215513	0.619678182	0.746949391
P1	IRAK1BP1	ENSG00000146243.14	0.055060048	4.083640549	0.25312687	0.619739132	0.746968525
P1	ZNF688	ENSG00000229809.9	0.065008632	2.444510646	0.253093021	0.61976241	0.746968525
P1	AL353708.1	ENSG00000260360.1	-0.329851874	-3.358003172	0.252914651	0.619885105	0.747075206
P1	HAMP	ENSG00000105697.9	0.189746117	-2.235173468	0.252706453	0.620028388	0.747206686
P1	CRAMP1	ENSG00000007545.16	0.043925386	2.839388123	0.252650679	0.620066785	0.747211758
P1	NAT14	ENSG00000090971.5	-0.072501518	3.285780743	0.252434612	0.620215583	0.747334276
P1	SEM1	ENSG00000127922.10	0.045352798	5.274587514	0.252383825	0.62025057	0.747334276
P1	LINC00603	ENSG00000250048.2	0.31533581	-1.683819619	0.252354119	0.620271036	0.747334276
P1	AC145098.2	ENSG00000279821.1	0.082087163	1.453270948	0.252287303	0.620317075	0.747348547
P1	NDUFS4	ENSG00000164258.12	0.046095436	6.21034519	0.252160684	0.620404343	0.747412486
P1	AL390728.2	ENSG00000215795.2	0.227580944	-1.84268974	0.251887602	0.620592648	0.74756536
P1	MLLT10P1	ENSG00000238151.1	-0.238175533	-2.531287139	0.251833165	0.620630201	0.74756536
P1	CMPK2	ENSG00000134326.12	-0.123570921	-0.806192538	0.251827874	0.620633851	0.74756536
P1	PYY2	ENSG00000237575.4	-0.390140601	-3.888145074	0.251601228	0.620790258	0.747712548
P1	OR9Q1	ENSG00000186509.4	0.364917762	-3.319353424	0.251538021	0.620833893	0.747723897
P1	SRGAP2C	ENSG00000171943.12	0.054183864	5.219228056	0.251405161	0.620925634	0.74778208
P1		ENSG00000286377.1	-0.441420503	-3.410907313	0.251249767	0.621032975	0.74778208
P1	LINC02302	ENSG00000258998.2	-0.488734797	-3.760511614	0.251567261	0.621035521	0.74778208
P1	RAB28P5	ENSG00000225400.1	-0.273977546	-3.434399165	0.2512432	0.621037512	0.74778208
P1	AC011374.1	ENSG00000260581.1	-0.245853119	-2.756375755	0.251194475	0.621071178	0.74778208
P1	TXNDC8	ENSG00000204193.11	-0.245985318	-1.988328184	0.251170875	0.621087486	0.74778208
P1	PITPNM1	ENSG00000110697.13	0.042875571	5.388755913	0.250638913	0.621455334	0.74818375
P1	ASH1L-AS1	ENSG00000235919.5	-0.155177179	-1.30948296	0.250551314	0.621515955	0.748215517
P1	THEMIS2	ENSG00000130775.16	-0.072466043	0.929598589	0.250358286	0.621649584	0.748320128
P1	FLT3	ENSG00000122025.15	0.408687051	-3.544185269	0.250326884	0.621671329	0.748320128
P1	MRPL52	ENSG00000172590.18	0.071443708	3.444353349	0.250108443	0.62182264	0.748408883
P1	CEL	ENSG00000170835.17	-0.099017343	0.029950534	0.250078932	0.621843089	0.748408883
P1	AL356356.1	ENSG00000237781.3	0.214237718	-1.548523244	0.250072146	0.621847791	0.748408883
P1	TCF24	ENSG00000261787.2	-0.210142125	-2.634196879	0.249948915	0.621933196	0.748470455
P1		ENSG00000286404.1	-0.238357656	-2.605242481	0.249870548	0.621987522	0.74849462
P1	LAMTOR4	ENSG00000188186.11	0.085093096	3.542346324	0.249680876	0.622119052	0.748611683
P1	AL663074.1	ENSG00000233069.1	0.17274821	-2.440161597	0.249593162	0.622179899	0.748643684
P1	SLC4A7	ENSG00000033867.17	0.05437095	7.444889971	0.249477592	0.622260091	0.748698956
P1	SCAF1	ENSG00000126461.15	0.059983967	6.949108845	0.249300066	0.622383318	0.748806
P1	GTF2IP4	ENSG00000233369.7	0.049104199	4.805066537	0.24911255	0.622513539	0.748921446
P1	C5orf42	ENSG00000197603.16	0.040514837	6.756053043	0.2489081	0.622655591	0.749051111
P1	MPIG6B	ENSG00000204420.10	0.201373146	-2.002224604	0.248520376	0.622925182	0.749334184
P1	AF121898.1	ENSG00000253500.6	-0.260426165	-3.141461297	0.248279487	0.62309281	0.749494577
P1	GLT1D1	ENSG00000151948.12	-0.264110353	-2.114921103	0.248140958	0.623189255	0.749569333
P1	ITIH6	ENSG00000102313.9	-0.234451771	-3.225325509	0.247566763	0.623589373	0.749978263
P1	PMP22	ENSG00000109099.16	-0.028385438	6.970733381	0.247554583	0.623597866	0.749978263
P1	UBN1	ENSG00000118900.15	0.029326545	6.236684227	0.247379317	0.623720118	0.750084015
P1		ENSG00000286787.2	0.050953855	3.045733027	0.247316624	0.62376386	0.750095347
P1	LINC02131	ENSG00000261154.1	0.983376412	-3.57328305	0.247235072	0.623820772	0.750122513
P1	PPP1R42	ENSG00000178125.15	-0.106447361	-0.003857079	0.247163107	0.623871003	0.750141643
P1	LINC02137	ENSG00000260186.5	0.220055383	-2.485539186	0.246993662	0.623989311	0.750242621
P1	KIDINS220	ENSG00000134313.17	0.027551824	7.574942086	0.246814251	0.624114632	0.750352021
P1	AL162414.1	ENSG00000227531.1	-0.238435869	-2.898770282	0.246563652	0.624289775	0.750521304
P1	LYPD6B	ENSG00000150556.17	0.07743711	4.591837292	0.24645344	0.624366837	0.750572663
P1		ENSG00000286749.1	0.262362764	-2.902520123	0.246317861	0.624461666	0.750645372
P1	LINC00032	ENSG00000283945.1	-0.405865706	-3.385450819	0.246054173	0.624646193	0.750825892
P1	AC092807.1	ENSG00000230285.1	-0.256658822	-2.722433613	0.245935093	0.624729565	0.750884809
P1	ZNF608	ENSG00000168916.16	0.074922388	4.142935656	0.245713085	0.624885068	0.751030412
P1	ARHGAP5-AS1	ENSG00000258655.2	-0.169094775	-1.23912166	0.24555934	0.624992808	0.751118597
P1	POMT1	ENSG00000130714.19	-0.034185717	4.138742046	0.245507172	0.625029376	0.751121242
P1	MGAM	ENSG00000257335.8	-0.192557436	-0.653931386	0.245408447	0.625098591	0.751163119
P1	RAB24	ENSG00000169228.14	0.219272898	-2.49388857	0.245301365	0.625173685	0.751208661
P1	AL451042.1	ENSG00000224621.1	-0.204725108	-2.376628431	0.245189901	0.625251874	0.751208661
P1	AFP	ENSG00000081051.8	0.201146122	-2.435662689	0.245154567	0.625276665	0.751208661
P1	INPP5F	ENSG00000198825.15	0.031868687	4.754564705	0.245114241	0.625304961	0.751208661
P1	AL365232.1	ENSG00000243501.5	0.14473079	-0.892853391	0.245109419	0.625308344	0.751208661
P1	RSAD1	ENSG00000136444.10	-0.040419686	4.189829525	0.244939026	0.625427938	0.751311037
P1	AC009269.3	ENSG00000259624.1	-0.332144188	-2.837172356	0.244823654	0.625508943	0.751367049
P1	RPARP-AS1	ENSG00000269609.6	-0.121895311	-0.398067596	0.244472817	0.625755423	0.751608076
P1	MFSD3	ENSG00000167700.9	-0.056466923	3.279425088	0.244440164	0.625778374	0.751608076
P1	AL139042.1	ENSG00000234426.3	0.160657972	-1.817404231	0.244049381	0.626053201	0.751896844
P1	CREB3	ENSG00000107175.12	-0.04000149	5.012540064	0.243901745	0.626157101	0.751980307
P1	ZNF354C	ENSG00000177932.7	0.036187366	4.439612397	0.243733564	0.626275509	0.752081182
P1		ENSG00000286897.1	0.329348755	-3.221935257	0.243680691	0.626312744	0.752084574
P1	APC	ENSG00000134982.17	0.046347468	6.114064474	0.243605296	0.626365849	0.752107021
P1	AP003469.2	ENSG00000253395.1	-0.25884878	-2.671833732	0.243393102	0.626515365	0.752176525
P1	AC004817.3	ENSG00000269927.1	0.321700189	-2.981429326	0.243379442	0.626524993	0.752176525
P1	MID1	ENSG00000101871.17	-0.046839243	7.086172498	0.243376625	0.626526978	0.752176525
P1	LINC02362	ENSG00000249096.7	0.09798339	0.378835617	0.243289631	0.626588302	0.752208828
P1	AC007848.1	ENSG00000255983.1	-0.305789083	-2.150097896	0.243135776	0.626696791	0.752297747
P1	GNAT2	ENSG00000134183.13	-0.038816377	3.958973842	0.24301075	0.626784984	0.752362292
P1	SLC8A1	ENSG00000183023.18	-0.086314321	7.4531967	0.242868632	0.626885267	0.752441342
P1	AC046130.2	ENSG00000256538.2	0.324905274	-3.465004906	0.242638448	0.627047771	0.752595062
P1	AC134312.1	ENSG00000205037.2	0.166750587	-1.448804391	0.242479006	0.627160389	0.752644834
P1	FAM118B	ENSG00000197798.9	0.040054092	4.591810909	0.242473091	0.627164568	0.752644834
P1	UQCR10	ENSG00000184076.13	0.071496624	2.65466742	0.242406334	0.627211735	0.752644834
P1	AL135936.1	ENSG00000274863.1	0.409439978	-3.56789742	0.242384751	0.627226986	0.752644834
P1	PTENP1-AS	ENSG00000281128.2	0.277587895	-2.437241288	0.242139337	0.627400461	0.752793171
P1	LINC00924	ENSG00000259134.7	-0.29960422	-1.974363161	0.242062155	0.627455041	0.752793171
P1		ENSG00000289629.1	-0.141555958	-0.996731879	0.242032732	0.627475851	0.752793171
P1	HSBP1	ENSG00000230989.8	-0.230303328	-2.088575462	0.241986311	0.627508686	0.752793171
P1	MDH2	ENSG00000146701.12	0.032474436	6.471038446	0.241966329	0.627522821	0.752793171
P1	LINC02408	ENSG00000203585.4	0.199333714	-1.974071897	0.241727205	0.627692032	0.752954832
P1	FAM234A	ENSG00000167930.17	-0.0431233	6.358227032	0.241607447	0.627776815	0.753015206
P1	IL17REL	ENSG00000188263.10	0.264364523	-2.632109065	0.241502783	0.627850934	0.753062782
P1	AC108448.2	ENSG00000236710.1	-0.274770091	-2.888913642	0.241204007	0.628062626	0.753275352
P1	AC142086.6	ENSG00000277304.1	0.351280432	-3.358818042	0.24095693	0.628237811	0.753444117
P1	MGAT4A	ENSG00000071073.13	0.172738342	-2.067776894	0.240504282	0.628559043	0.753776279
P1	LINC00499	ENSG00000251372.6	-0.119654109	1.336942593	0.240469489	0.628583751	0.753776279
P1	DPP6	ENSG00000130226.17	0.282005987	-2.6617545	0.239910496	0.628981011	0.754211278
P1	SMARCA4	ENSG00000127616.20	0.044091774	7.035742257	0.239798835	0.629060434	0.754265133
P1	KCTD17	ENSG00000100379.18	-0.04471287	4.478771265	0.239673863	0.629149353	0.754330367
P1	CLEC9A	ENSG00000197992.7	0.714515217	-3.647920146	0.239224041	0.629469646	0.754669884
P1	BSDC1	ENSG00000160058.19	-0.02991057	5.808683806	0.239179213	0.629501585	0.754669884
P1	CARD8	ENSG00000105483.18	0.031477181	4.176342753	0.238947654	0.629666631	0.754776879
P1	SLC24A1	ENSG00000074621.14	-0.033818163	4.212468876	0.238944617	0.629668797	0.754776879
P1	AC012313.8	ENSG00000269473.1	-0.166621469	-0.87432858	0.238908657	0.629694437	0.754776879
P1	PHYH	ENSG00000107537.14	0.038586007	4.309192698	0.238613469	0.629905	0.754959052
P1	AC005943.1	ENSG00000267059.2	0.079794441	0.555800914	0.238598748	0.629915505	0.754959052
P1	CBL	ENSG00000110395.7	0.025793287	6.756285234	0.238435581	0.63003197	0.755019108
P1	VTRNA1-3	ENSG00000202515.1	-0.262563734	-2.822447044	0.238431751	0.630034704	0.755019108
P1	C6orf89	ENSG00000198663.17	0.025454439	7.054856233	0.238350152	0.630092967	0.755033522
P1	LINC02320	ENSG00000258404.1	-0.279468871	-3.544781767	0.238318144	0.630115824	0.755033522
P1	LAP3	ENSG00000002549.13	0.088721106	2.755329889	0.238269348	0.630150674	0.755033887
P1	KIF9	ENSG00000088727.14	0.077957394	0.765098122	0.238158118	0.63023013	0.755087694
P1	LINC00393	ENSG00000224853.3	-0.207456688	-2.589224164	0.237972493	0.630362781	0.755205226
P1	CNN2P9	ENSG00000213149.3	0.166775905	-1.75252764	0.237876681	0.630431275	0.755245887
P1	AC104695.3	ENSG00000270210.1	0.208926613	-1.577199576	0.23735966	0.630801182	0.7555776
P1	CASC3	ENSG00000108349.17	0.032660772	6.162507716	0.237358372	0.630802104	0.7555776
P1	AP000233.1	ENSG00000223870.1	-0.331877653	-4.120549246	0.237974325	0.630811881	0.7555776
P1	SCUBE2	ENSG00000175356.14	-0.061777633	2.74289167	0.23712166	0.630971629	0.755727528
P1	VN1R42P	ENSG00000223476.1	0.217193966	-2.693326123	0.236886739	0.631139976	0.755887737
P1		ENSG00000286770.1	-0.314774962	-3.325759062	0.236595389	0.631348904	0.756096528
P1	AP001107.1	ENSG00000245156.1	0.24709279	-2.535735059	0.236480836	0.631431095	0.756153526
P1	MT-RNR1	ENSG00000211459.2	-0.554404733	1.555374959	0.236200194	0.631632557	0.75635334
P1	PKD1P1	ENSG00000244257.5	0.117366726	-0.72782166	0.23605827	0.631734495	0.756421387
P1	NFKBID	ENSG00000167604.15	-0.050184934	2.211295707	0.236024716	0.631758601	0.756421387
P1	AP000442.2	ENSG00000255139.2	0.079687942	0.827156025	0.235804846	0.631916615	0.756539986
P1	KLKB1	ENSG00000164344.16	0.133551989	-0.241360699	0.23577656	0.631936949	0.756539986
P1	AC008438.1	ENSG00000249637.3	0.097732902	-0.039295411	0.235742414	0.631961499	0.756539986
P1	AP5B1	ENSG00000254470.3	-0.03842561	5.113606752	0.235191966	0.632357556	0.756972655
P1	NEXN-AS1	ENSG00000235927.4	-0.063886036	1.188349867	0.23506403	0.63244969	0.75700328
P1	LINC01340	ENSG00000250331.2	-0.07408584	1.102449859	0.235060252	0.632452411	0.75700328
P1	ST8SIA2	ENSG00000140557.12	-0.060235541	2.859205688	0.234790479	0.632646795	0.757182831
P1	TBC1D3K	ENSG00000273513.1	0.458405612	-3.760803316	0.234755918	0.632671708	0.757182831
P1	AC008554.1	ENSG00000269043.2	0.091819865	0.144611636	0.234643414	0.632752821	0.757238442
P1	AC002127.2	ENSG00000233420.2	0.152749746	-1.823967558	0.234580906	0.632797898	0.757250923
P1	SLC25A47	ENSG00000140107.12	0.26233755	-3.028135834	0.23447676	0.632873019	0.757299354
P1	FABP2	ENSG00000145384.4	0.383375128	-3.282441859	0.234092819	0.633150136	0.757589477
P1	LINC00622	ENSG00000260941.1	-0.1851783	-2.179638692	0.233964217	0.633243021	0.757659137
P1	LATS1	ENSG00000131023.13	0.025962957	6.416481226	0.233879634	0.633304129	0.757690773
P1	ALDH18A1	ENSG00000059573.9	-0.029448923	6.786927623	0.233765589	0.633386544	0.757747896
P1		ENSG00000286279.2	0.322865984	-2.604859867	0.233708058	0.633428129	0.757756168
P1	PIGH	ENSG00000100564.9	0.046901987	2.723938951	0.233590097	0.633513413	0.757816713
P1		ENSG00000287232.1	0.095261565	0.719286778	0.233521611	0.63356294	0.75783448
P1	CLYBL	ENSG00000125246.16	0.055077937	2.823513173	0.233380484	0.633665027	0.757870044
P1	C13orf46	ENSG00000283199.3	0.071157762	3.707423447	0.233296067	0.63372611	0.757870044
P1	CNTN2	ENSG00000184144.12	-0.097488686	-0.198345481	0.233248782	0.633760331	0.757870044
P1	PHACTR3	ENSG00000087495.17	0.105325643	5.356119757	0.233236772	0.633769023	0.757870044
P1	GALNT8	ENSG00000130035.9	-0.200172219	-2.802615226	0.233208081	0.63378979	0.757870044
P1	CTSB	ENSG00000164733.22	0.044085373	9.977039225	0.233192973	0.633800726	0.757870044
P1	AC060766.1	ENSG00000267102.1	0.066820772	0.942463575	0.233020102	0.63392589	0.757924369
P1	GOLGA8K	ENSG00000249931.5	-0.182450176	-1.763309969	0.233012093	0.633931691	0.757924369
P1	CAPN10	ENSG00000142330.20	-0.040782724	3.964091211	0.232973153	0.633959893	0.757924369
P1	MLX	ENSG00000108788.12	-0.03359169	4.797273866	0.23293867	0.63398487	0.757924369
P1	SP2	ENSG00000167182.16	-0.085165256	0.188588471	0.232813743	0.634075377	0.7579567
P1	BEST4	ENSG00000142959.5	-0.171030982	-1.677075175	0.232805605	0.634081273	0.7579567
P1	KIAA1958	ENSG00000165185.15	-0.052876108	6.076478521	0.232447782	0.634340681	0.758225317
