"clusterID"	"N"	"coord"	"gene.x"	"annotation"	"FDR"	"gene.y"	"ensemblID"	"chr"	"start"	"end"	"verdict"	"deltapsi"	"transcripts"	"Sample"
"6099"	"clu_8326_-"	19	"chr8:85329844-85378046"	"<i>CA1</i>"	"cryptic"	0.00582	"CA1"	"ENSG00000073060.15"	"chr8"	85332552	85336945	"novel annotated pair"	0	"ENST00000431316.3+ENST00000517429.5+ENST00000517590.5+ENST00000517618.5+ENST00000521679.5+ENST00000523022.5+ENST00000523712.5+ENST00000523953.5+ENST00000524324.5+ENST00000542576.5"	"MDS"
"6100"	"clu_8326_-"	19	"chr8:85329844-85378046"	"<i>CA1</i>"	"cryptic"	0.00582	"CA1"	"ENSG00000126858.16"	"chr8"	85337063	85337952	"cryptic_fiveprime"	0	"."	"MDS"
"6101"	"clu_8326_-"	19	"chr8:85329844-85378046"	"<i>CA1</i>"	"cryptic"	0.00582	"CA1"	"ENSG00000126858.16"	"chr8"	85337063	85338092	"cryptic_fiveprime"	0	"."	"MDS"
"6102"	"clu_8326_-"	19	"chr8:85329844-85378046"	"<i>CA1</i>"	"cryptic"	0.00582	"CA1"	"ENSG00000126858.16"	"chr8"	85337063	85341599	"annotated"	0	"ENST00000431316.3+ENST00000517429.5+ENST00000517590.5+ENST00000517618.5+ENST00000518341.5+ENST00000521846.5+ENST00000522579.5+ENST00000522662.5+ENST00000522814.5+ENST00000523022.5+ENST00000523858.5+ENST00000523953.5+ENST00000524324.5+ENST00000542576.5"	"MDS"
"6103"	"clu_8326_-"	19	"chr8:85329844-85378046"	"<i>CA1</i>"	"cryptic"	0.00582	"CA1"	"ENSG00000126858.16"	"chr8"	85338139	85338252	"annotated"	0	"ENST00000517429.5+ENST00000520990.5"	"MDS"
"6104"	"clu_8372_-"	7	"chr8:99887618-99893639"	"<i>COX6C</i>"	"cryptic"	0.0308	"COX6C"	"ENSG00000139291.13"	"chr8"	99887618	99893639	"novel annotated pair"	0	"ENST00000297564.6+ENST00000517682.6+ENST00000518171.5+ENST00000520468.6+ENST00000520517.5+ENST00000522934.5+ENST00000523016.1"	"MDS"
"6105"	"clu_8451_-"	10	"chr8:124515950-124539025"	"<i>TATDN1</i>"	"cryptic"	0.0372	"TATDN1"	"ENSG00000171824.13"	"chr8"	124515950	124518818	"cryptic_threeprime"	0	"."	"MDS"
"6106"	"clu_8634_+"	6	"chr10:7799194-7800027"	"<i>ATP5C1</i>"	"cryptic"	0.00246	"ATP5C1"	"ENSG00000114867.20"	"chr10"	7799194	7800027	"novel annotated pair"	0	"ENST00000335698.4+ENST00000356708.11+ENST00000460820.6+ENST00000493053.5"	"MDS"
"6107"	"clu_8634_+"	6	"chr10:7799194-7800027"	"<i>ATP5C1</i>"	"cryptic"	0.00246	"ATP5C1"	"ENSG00000114867.20"	"chr10"	7799683	7799772	"cryptic_fiveprime"	0	"."	"MDS"
"6108"	"clu_8783_+"	5	"chr10:60785787-60791890"	"<i>CDK1</i>"	"cryptic"	0.0135	"CDK1"	"ENSG00000178209.14"	"chr10"	60785787	60788107	"cryptic_threeprime"	0	"."	"MDS"
"6109"	"clu_8883_+"	7	"chr10:79349753-79353707"	"<i>PPIF</i>"	"cryptic"	0.0277	"PPIF"	"ENSG00000105397.13"	"chr10"	79349753	79353707	"novel annotated pair"	0	"ENST00000225174.7"	"MDS"
"6110"	"clu_8888_+"	11	"chr10:80454371-80507228"	"<i>TSPAN14</i>"	"cryptic"	0.0242	"TSPAN14"	"ENSG00000108179.13"	"chr10"	80504567	80504728	"cryptic_fiveprime"	0	"."	"MDS"
"6111"	"clu_8888_+"	11	"chr10:80454371-80507228"	"<i>TSPAN14</i>"	"cryptic"	0.0242	"TSPAN14"	"ENSG00000132541.10"	"chr10"	80454371	80468547	"novel annotated pair"	0	"ENST00000372158.5"	"MDS"
"6112"	"clu_8888_+"	11	"chr10:80454371-80507228"	"<i>TSPAN14</i>"	"cryptic"	0.0242	"TSPAN14"	"ENSG00000108179.13"	"chr10"	80489314	80507228	"annotated"	0	"ENST00000341863.10+ENST00000372156.5+ENST00000372158.5+ENST00000372164.7+ENST00000429989.7+ENST00000469149.1+ENST00000616406.1"	"MDS"
"6113"	"clu_9000_+"	11	"chr10:102142004-102148372"	"<i>PPRC1</i>"	"cryptic"	0.0412	"PPRC1"	"ENSG00000142347.16"	"chr10"	102142004	102146672	"novel annotated pair"	0	"ENST00000278070.6+ENST00000370012.1"	"MDS"
"6114"	"clu_9339_-"	7	"chr17:8143876-8146372"	"<i>PER1</i>"	"cryptic"	0.0211	"PER1"	"ENSG00000107902.13"	"chr17"	8146137	8146372	"annotated"	0	"ENST00000317276.8+ENST00000354903.9+ENST00000578089.1+ENST00000581082.5+ENST00000582719.5"	"MDS"
"6115"	"clu_9620_-"	4	"chr17:40631693-40635931"	"<i>SMARCE1</i>"	"cryptic"	0.00191	"SMARCE1"	"ENSG00000183889.12"	"chr17"	40631693	40635931	"novel annotated pair"	0	"ENST00000348513.10+ENST00000377808.8+ENST00000400122.7+ENST00000431889.6+ENST00000478349.6+ENST00000578044.5+ENST00000578112.5+ENST00000580419.5+ENST00000476049.1"	"MDS"
"6116"	"clu_9637_-"	4	"chr17:41994944-41997137"	"<i>DNAJC7</i>"	"cryptic"	0.0238	"DNAJC7"	"ENSG00000079150.17"	"chr17"	41994944	41997115	"annotated"	0	"ENST00000316603.11+ENST00000426588.7+ENST00000457167.8+ENST00000585866.5+ENST00000588641.5+ENST00000589576.5+ENST00000589586.6+ENST00000589773.5+ENST00000589810.5+ENST00000590348.5+ENST00000590774.5"	"MDS"
"6117"	"clu_10275_-"	7	"chr20:31722330-31723864"	"<i>BCL2L1</i>"	"cryptic"	1.51e-06	"BCL2L1"	"ENSG00000050426.15"	"chr20"	31722330	31723735	"annotated"	-0.001	"ENST00000450273.1"	"MDS"
"6118"	"clu_11002_+"	5	"chr4:75790238-75799622"	"<i>USO1</i>"	"cryptic"	0.0314	"USO1"	"ENSG00000150776.17"	"chr4"	75795356	75799622	"annotated"	-0.001	"ENST00000264904.8"	"MDS"
"6119"	"clu_11105_+"	8	"chr4:112637239-112644668"	"<i>LARP7</i>"	"cryptic"	0.0217	"LARP7"	"ENSG00000166986.14"	"chr4"	112644488	112644668	"annotated"	-0.001	"ENST00000509061.5"	"MDS"
"6120"	"clu_11112_+"	9	"chr4:118278792-118279624"	"<i>SNHG8</i>"	"cryptic"	0.000681	"SNHG8"	"ENSG00000006576.16"	"chr4"	118278809	118279389	"cryptic_fiveprime"	-0.001	"."	"MDS"
"6121"	"clu_11112_+"	9	"chr4:118278792-118279624"	"<i>SNHG8</i>"	"cryptic"	0.000681	"SNHG8"	"ENSG00000196305.17"	"chr4"	118279137	118279624	"novel annotated pair"	-0.001	"ENST00000602414.5+ENST00000602483.5+ENST00000602819.5"	"MDS"
"6122"	"clu_11649_+"	5	"chr22:50185976-50193038"	"<i>TRABD</i>"	"cryptic"	0.0265	"TRABD"	"ENSG00000155542.11"	"chr22"	50186001	50193038	"cryptic_threeprime"	-0.001	"."	"MDS"
"6123"	"clu_11743_+"	8	"chr18:13387762-13621117"	"<i>LDLRAD4</i>"	"cryptic"	1.25e-05	"LDLRAD4"	"ENSG00000166801.15"	"chr18"	13387762	13621117	"novel annotated pair"	-0.001	"ENST00000359446.9+ENST00000399848.7+ENST00000587905.5"	"MDS"
"6124"	"clu_11790_+"	6	"chr18:36145034-36154850"	"<i>ELP2</i>"	"cryptic"	0.000456	"ELP2"	"ENSG00000135976.17"	"chr18"	36146048	36154850	"annotated"	-0.001	"ENST00000350494.10+ENST00000351393.10+ENST00000358232.10+ENST00000423854.6+ENST00000442325.6+ENST00000539560.5+ENST00000542824.5"	"MDS"
"6125"	"clu_12382_+"	5	"chr5:146503539-146507028"	"<i>TCERG1</i>"	"cryptic"	0.00759	"TCERG1"	"ENSG00000175029.16"	"chr5"	146503539	146507028	"novel annotated pair"	-0.001	"ENST00000296702.9+ENST00000394421.6+ENST00000506524.5+ENST00000514567.5+ENST00000514719.1+ENST00000549332.1"	"MDS"
"6126"	"clu_12437_+"	3	"chr5:163441245-163441889"	"<i>CCNG1</i>"	"cryptic"	0.0464	"CCNG1"	"."	"chr5"	163441245	163441886	"cryptic_fiveprime"	-0.001	"."	"MDS"
"6127"	"clu_12576_+"	4	"chr14:22768171-22770193"	"<i>OXA1L</i>"	"cryptic"	1.29e-05	"OXA1L"	"ENSG00000124784.8"	"chr14"	22768171	22770193	"annotated"	-0.001	"ENST00000285848.9+ENST00000358043.5+ENST00000412791.5+ENST00000431881.6+ENST00000442110.5+ENST00000473744.5+ENST00000481218.1+ENST00000495424.5+ENST00000604262.5+ENST00000612549.4"	"MDS"
"6128"	"clu_12727_+"	3	"chr14:55633341-55634530"	"<i>KTN1</i>"	"cryptic"	0.00517	"KTN1"	"ENSG00000172766.18"	"chr14"	55633341	55634530	"annotated"	-0.001	"ENST00000554567.1"	"MDS"
"6129"	"clu_1276_+"	22	"chr12:51048371-51056350"	"<i>LETMD1</i>"	"cryptic"	1.48e-05	"LETMD1"	"ENSG00000160305.17"	"chr12"	51056021	51056150	"novel annotated pair"	-0.001	"."	"MDS"
"6130"	"clu_12852_+"	6	"chr14:74882016-74889095"	"<i>DLST</i>"	"annotated"	0.00116	"DLST"	"ENSG00000123349.13"	"chr14"	74882624	74889095	"annotated"	-0.001	"ENST00000238671.11+ENST00000334220.8+ENST00000554806.5+ENST00000555071.5+ENST00000555089.5+ENST00000556460.5+ENST00000557012.5+ENST00000626051.1"	"MDS"
"6131"	"clu_12994_+"	3	"chr14:104710188-104710937"	"<i>INF2</i>"	"cryptic"	0.000516	"INF2"	"ENSG00000138074.14"	"chr14"	104710188	104710882	"cryptic_threeprime"	-0.001	"."	"MDS"
"6132"	"clu_1302_+"	19	"chr12:53295639-53298049"	"<i>PFDN5</i>"	"cryptic"	0.00186	"PFDN5"	"ENSG00000204778.4"	"chr12"	53295941	53296244	"annotated"	-0.001	"ENST00000334478.8+ENST00000551018.5"	"MDS"
"6133"	"clu_1307_+"	13	"chr12:53442733-53454750"	"<i>PRR13</i>"	"cryptic"	0.00631	"PRR13"	"ENSG00000198887.8"	"chr12"	53442733	53443541	"annotated"	-0.001	"ENST00000379786.8+ENST00000549581.5"	"MDS"
"6134"	"clu_1307_+"	13	"chr12:53442733-53454750"	"<i>PRR13</i>"	"cryptic"	0.00631	"PRR13"	"ENSG00000120832.9"	"chr12"	53452376	53454750	"cryptic_threeprime"	-0.001	"."	"MDS"
"6135"	"clu_13218_-"	5	"chr1:11077651-11080764"	"<i>EXOSC10</i>"	"cryptic"	0.0401	"EXOSC10"	"ENSG00000186088.15"	"chr1"	11077651	11080499	"novel annotated pair"	-0.001	"ENST00000304457.11+ENST00000376936.8+ENST00000474216.5"	"MDS"
"6136"	"clu_13342_-"	5	"chr1:25228235-25232104"	"<i>SYF2</i>"	"cryptic"	0.00191	"SYF2"	"ENSG00000171522.5"	"chr1"	25228235	25232104	"annotated"	-0.001	"ENST00000236273.8+ENST00000354361.3"	"MDS"
"6137"	"clu_13345_-"	7	"chr1:25243633-25245150"	"<i>RSRP1</i>"	"cryptic"	0.0401	"RSRP1"	"ENSG00000099326.8"	"chr1"	25243633	25244424	"cryptic_fiveprime"	-0.001	"."	"MDS"
"6138"	"clu_13476_-"	3	"chr1:37866543-37868501"	"<i>INPP5B</i>"	"cryptic"	0.0284	"INPP5B"	"ENSG00000165983.14"	"chr1"	37866762	37868501	"cryptic_threeprime"	-0.001	"."	"MDS"
"6139"	"clu_13874_-"	14	"chr1:114738072-114758576"	"<i>CSDE1</i>"	"cryptic"	0.0379	"CSDE1"	"ENSG00000198625.12"	"chr1"	114738072	114749821	"annotated"	-0.001	"ENST00000339438.10+ENST00000358528.8+ENST00000369530.5+ENST00000438362.6+ENST00000530886.5+ENST00000610726.4"	"MDS"
"6140"	"clu_1393_+"	9	"chr12:57489109-57490207"	"<i>MARS</i>"	"cryptic"	0.0242	"MARS"	"ENSG00000108179.13"	"chr12"	57489109	57489267	"annotated"	-0.001	"ENST00000262027.9+ENST00000537638.6+ENST00000545888.6+ENST00000547501.5+ENST00000548146.1+ENST00000548674.5+ENST00000548714.5+ENST00000550449.5+ENST00000551431.5+ENST00000551842.5+ENST00000553123.1+ENST00000553162.5+ENST00000628866.2"	"MDS"
"6141"	"clu_14098_-"	3	"chr1:155268126-155268293"	"<i>CLK2</i>"	"cryptic"	0.044	"CLK2"	"ENSG00000124782.19"	"chr1"	155268146	155268293	"cryptic_threeprime"	-0.001	"."	"MDS"
"6142"	"clu_14273_-"	10	"chr1:179852811-179877693"	"<i>TOR1AIP2</i>"	"cryptic"	0.0309	"TOR1AIP2"	"ENSG00000157426.13"	"chr1"	179852811	179877239	"annotated"	-0.001	"ENST00000367612.7+ENST00000609928.5"	"MDS"
"6143"	"clu_14576_+"	8	"chr15:24962209-24974398"	"<i>SNRPN</i>"	"cryptic"	0.00552	"SNRPN"	"ENSG00000147454.13"	"chr15"	24962209	24974311	"novel annotated pair"	-0.001	"ENST00000390687.8+ENST00000400097.5+ENST00000400100.5+ENST00000553597.5+ENST00000554227.6+ENST00000584968.5"	"MDS"
"6144"	"clu_14602_+"	4	"chr15:28671856-28673888"	"<i>HERC2P9</i>"	"cryptic"	0.0253	"HERC2P9"	"ENSG00000158856.18"	"chr15"	28673781	28673888	"annotated"	-0.001	"ENST00000529624.5"	"MDS"
"6145"	"clu_14668_+"	5	"chr15:40413087-40415401"	"<i>IVD</i>"	"cryptic"	0.0216	"IVD"	"ENSG00000110697.12"	"chr15"	40413087	40414889	"annotated"	-0.001	"ENST00000473112.6+ENST00000479013.6+ENST00000487418.6+ENST00000491554.6+ENST00000497252.5"	"MDS"
"6146"	"clu_14999_+"	6	"chr15:90916256-90918235"	"<i>MAN2A2</i>"	"cryptic"	0.00924	"MAN2A2"	"ENSG00000135049.15"	"chr15"	90916256	90916586	"annotated"	-0.001	"ENST00000557990.1"	"MDS"
"6147"	"clu_15172_+"	10	"chr20:31545035-31550064"	"<i>HM13</i>"	"cryptic"	0.0386	"HM13"	"ENSG00000176783.14"	"chr20"	31549114	31549207	"annotated"	-0.001	"ENST00000335574.9+ENST00000340852.9+ENST00000398174.7+ENST00000460389.5+ENST00000464173.5+ENST00000464661.5+ENST00000469097.5+ENST00000472128.5+ENST00000483310.5+ENST00000487964.5+ENST00000492709.5+ENST00000496438.5"	"MDS"
"6148"	"clu_15532_-"	30	"chr22:23638942-23705429"	"<i>GUSBP11</i>"	"cryptic"	9.81e-05	"GUSBP11"	"ENSG00000164111.14"	"chr22"	23686995	23690236	"annotated"	-0.001	"ENST00000455485.5"	"MDS"
"6149"	"clu_15532_-"	30	"chr22:23638942-23705429"	"<i>GUSBP11</i>"	"cryptic"	9.81e-05	"GUSBP11"	"ENSG00000101407.12"	"chr22"	23697999	23700726	"cryptic_threeprime"	-0.001	"."	"MDS"
"6150"	"clu_15817_-"	92	"chr22:50433214-50434814"	"<i>.</i>"	"annotated"	3.26e-52	"."	"ENSG00000126088.13"	"chr22"	50433338	50433959	"unknown_strand"	-0.001	NA	"MDS"
"6151"	"clu_15817_-"	92	"chr22:50433214-50434814"	"<i>.</i>"	"annotated"	3.26e-52	"."	"ENSG00000110955.8"	"chr22"	50434020	50434393	"unknown_strand"	-0.001	NA	"MDS"
"6152"	"clu_16059_+"	4	"chr8:42391928-42394210"	"<i>VDAC3</i>"	"cryptic"	0.0351	"VDAC3"	"ENSG00000117616.17"	"chr8"	42391928	42393845	"annotated"	-0.001	"ENST00000022615.8+ENST00000518495.5+ENST00000518563.5+ENST00000519072.5+ENST00000521158.5+ENST00000521348.5+ENST00000522572.5"	"MDS"
"6153"	"clu_16060_+"	4	"chr8:42394278-42398712"	"<i>VDAC3</i>"	"annotated"	0.0342	"VDAC3"	"ENSG00000197249.13"	"chr8"	42395133	42398712	"annotated"	-0.001	"ENST00000022615.8+ENST00000518495.5+ENST00000520115.5+ENST00000521158.5+ENST00000521348.5+ENST00000522010.1+ENST00000522069.5+ENST00000522572.5"	"MDS"
"6154"	"clu_16060_+"	4	"chr8:42394278-42398712"	"<i>VDAC3</i>"	"annotated"	0.0342	"VDAC3"	"ENSG00000197249.13"	"chr8"	42396680	42398712	"annotated"	-0.001	"ENST00000518495.5+ENST00000521158.5+ENST00000521348.5+ENST00000522572.5"	"MDS"
"6155"	"clu_16137_+"	5	"chr8:67190759-67195382"	"<i>CSPP1</i>"	"cryptic"	0.0417	"CSPP1"	"ENSG00000099331.13"	"chr8"	67192803	67193464	"cryptic_fiveprime"	-0.001	"."	"MDS"
"6156"	"clu_16384_+"	4	"chr17:4718023-4718612"	"<i>ARRB2</i>"	"cryptic"	0.0473	"ARRB2"	"."	"chr17"	4718352	4718612	"cryptic_fiveprime"	-0.001	"."	"MDS"
"6157"	"clu_16410_+"	12	"chr17:5422829-5432542"	"<i>RPAIN</i>"	"cryptic"	0.0407	"RPAIN"	"ENSG00000120662.15"	"chr17"	5422829	5426236	"annotated"	-0.001	"ENST00000381208.9+ENST00000381209.7+ENST00000405578.8+ENST00000571558.5+ENST00000573577.5+ENST00000575112.5"	"MDS"
"6158"	"clu_16410_+"	12	"chr17:5422829-5432542"	"<i>RPAIN</i>"	"cryptic"	0.0407	"RPAIN"	"ENSG00000120662.15"	"chr17"	5426299	5428071	"annotated"	-0.001	"ENST00000381209.7+ENST00000405578.8+ENST00000570883.5+ENST00000571558.5+ENST00000571613.5+ENST00000575112.5"	"MDS"
"6159"	"clu_1683_+"	7	"chr12:120470104-120498120"	"<i>DYNLL1</i>"	"cryptic"	1.27e-10	"DYNLL1"	"ENSG00000205581.10"	"chr12"	120496216	120498073	"novel annotated pair"	-0.001	"ENST00000242577.10+ENST00000392508.2"	"MDS"
"6160"	"clu_17115_+"	6	"chr17:75620357-75621055"	"<i>MYO15B</i>"	"cryptic"	0.00385	"MYO15B"	"ENSG00000143248.12"	"chr17"	75620357	75621031	"annotated"	-0.001	"ENST00000577296.4+ENST00000580096.5+ENST00000610510.4+ENST00000621743.4+ENST00000642007.1"	"MDS"
"6161"	"clu_17254_+"	4	"chr17:82441266-82442177"	"<i>HEXDC</i>"	"cryptic"	0.0475	"HEXDC"	"."	"chr17"	82441266	82441744	"cryptic_threeprime"	-0.001	"."	"MDS"
"6162"	"clu_17495_-"	8	"chr3:48693179-48695090"	"<i>IP6K2</i>"	"annotated"	0.0195	"IP6K2"	"ENSG00000099622.13"	"chr3"	48694240	48694702	"annotated"	-0.001	"ENST00000412795.5"	"MDS"
"6163"	"clu_17541_-"	6	"chr3:49357460-49360293"	"<i>GPX1</i>"	"cryptic"	0.0206	"GPX1"	"ENSG00000196387.9"	"chr3"	49357747	49358165	"cryptic_fiveprime"	-0.001	"."	"MDS"
"6164"	"clu_17734_-"	11	"chr3:108047292-108057477"	"<i>CD47</i>"	"cryptic"	0.0139	"CD47"	"ENSG00000134986.13"	"chr3"	108054348	108057477	"cryptic_threeprime"	-0.001	"."	"MDS"
"6165"	"clu_18045_-"	7	"chr3:184243625-184244601"	"<i>ALG3</i>"	"cryptic"	0.0084	"ALG3"	"ENSG00000139645.9"	"chr3"	184243630	184244601	"novel annotated pair"	-0.001	"ENST00000397676.7+ENST00000411922.5+ENST00000414845.5+ENST00000445626.6+ENST00000446569.1+ENST00000455059.5+ENST00000462735.6"	"MDS"
"6166"	"clu_18096_-"	22	"chr3:195872470-195908485"	"<i>TNK2</i>"	"cryptic"	0.0485	"TNK2"	"."	"chr3"	195872470	195896053	"annotated"	-0.001	"ENST00000486523.1"	"MDS"
"6167"	"clu_18096_-"	22	"chr3:195872470-195908485"	"<i>TNK2</i>"	"cryptic"	0.0485	"TNK2"	"."	"chr3"	195888606	195888683	"cryptic_fiveprime"	-0.001	"."	"MDS"
"6168"	"clu_18096_-"	22	"chr3:195872470-195908485"	"<i>TNK2</i>"	"cryptic"	0.0485	"TNK2"	"."	"chr3"	195888606	195897167	"cryptic_fiveprime"	-0.001	"."	"MDS"
"6169"	"clu_18096_-"	22	"chr3:195872470-195908485"	"<i>TNK2</i>"	"cryptic"	0.0485	"TNK2"	"."	"chr3"	195894363	195908485	"novel annotated pair"	-0.001	"."	"MDS"
"6170"	"clu_18096_-"	22	"chr3:195872470-195908485"	"<i>TNK2</i>"	"cryptic"	0.0485	"TNK2"	"."	"chr3"	195896297	195897167	"cryptic_fiveprime"	-0.001	"."	"MDS"
"6171"	"clu_18208_+"	6	"chr1:6785575-6825092"	"<i>CAMTA1</i>"	"annotated"	0.0436	"CAMTA1"	"ENSG00000061938.17"	"chr1"	6785575	6806983	"annotated"	-0.001	"ENST00000467404.6"	"MDS"
"6172"	"clu_18603_+"	7	"chr1:45013019-45013594"	"<i>UROD</i>"	"cryptic"	3.34e-15	"UROD"	"ENSG00000093010.13"	"chr1"	45013354	45013575	"annotated"	-0.001	"ENST00000460334.5+ENST00000460906.5+ENST00000473012.1+ENST00000486699.5+ENST00000491300.5"	"MDS"
"6173"	"clu_18978_+"	7	"chr1:149532517-149539563"	"<i>NBPF19</i>"	"cryptic"	0.0388	"NBPF19"	"ENSG00000170417.15"	"chr1"	149534097	149534812	"annotated"	-0.001	"ENST00000621744.4"	"MDS"
"6174"	"clu_18978_+"	7	"chr1:149532517-149539563"	"<i>NBPF19</i>"	"cryptic"	0.0388	"NBPF19"	"ENSG00000137801.10"	"chr1"	149532517	149533227	"annotated"	-0.001	"ENST00000621744.4"	"MDS"
"6175"	"clu_18978_+"	7	"chr1:149532517-149539563"	"<i>NBPF19</i>"	"cryptic"	0.0388	"NBPF19"	"ENSG00000182179.12"	"chr1"	149537272	149539563	"novel annotated pair"	-0.001	"ENST00000621744.4"	"MDS"
"6176"	"clu_18978_+"	7	"chr1:149532517-149539563"	"<i>NBPF19</i>"	"cryptic"	0.0388	"NBPF19"	"ENSG00000182179.12"	"chr1"	149537272	149537982	"annotated"	-0.001	"ENST00000621744.4"	"MDS"
"6177"	"clu_19283_+"	3	"chr1:179900167-179901302"	"<i>TOR1AIP1</i>"	"cryptic"	0.0372	"TOR1AIP1"	"ENSG00000155229.20"	"chr1"	179900178	179901302	"cryptic_fiveprime"	-0.001	"."	"MDS"
"6178"	"clu_19366_+"	17	"chr1:204525596-204558641"	"<i>MDM4</i>"	"cryptic"	0.0407	"MDM4"	"ENSG00000156931.15"	"chr1"	204525596	204549266	"annotated"	-0.001	"ENST00000367183.7"	"MDS"
"6179"	"clu_19366_+"	17	"chr1:204525596-204558641"	"<i>MDM4</i>"	"cryptic"	0.0407	"MDM4"	"ENSG00000025434.18"	"chr1"	204532246	204546797	"annotated"	-0.001	"ENST00000367182.7+ENST00000391947.6+ENST00000454264.6+ENST00000463049.5+ENST00000470908.5+ENST00000507825.3+ENST00000616250.4+ENST00000621032.4"	"MDS"
"6180"	"clu_19509_+"	5	"chr1:229271370-229295848"	"<i>RAB4A</i>"	"cryptic"	0.00317	"RAB4A"	"ENSG00000132591.11"	"chr1"	229271370	229295848	"annotated"	-0.001	"ENST00000366690.4+ENST00000473894.1+ENST00000618010.4"	"MDS"
"6181"	"clu_19527_+"	3	"chr1:232950744-232956347"	"<i>NTPCR</i>"	"annotated"	0.0203	"NTPCR"	"ENSG00000174353.17"	"chr1"	232955719	232956347	"annotated"	-0.001	"ENST00000366627.4+ENST00000366628.9+ENST00000479125.5+ENST00000487953.1+ENST00000490807.5"	"MDS"
"6182"	"clu_19689_-"	11	"chr18:46089899-46104137"	"<i>ATP5A1</i>"	"cryptic"	0.0278	"ATP5A1"	"ENSG00000169905.12"	"chr18"	46091851	46094980	"annotated"	-0.001	"ENST00000590156.5"	"MDS"
"6183"	"clu_20147_-"	9	"chr5:139388131-139389680"	"<i>MZB1</i>"	"cryptic"	0.0253	"MZB1"	"ENSG00000166598.14"	"chr5"	139388585	139389327	"annotated"	-0.001	"ENST00000503351.1"	"MDS"
"6184"	"clu_20215_-"	9	"chr5:151030673-151035002"	"<i>TNIP1</i>"	"cryptic"	0.00329	"TNIP1"	"ENSG00000126456.15"	"chr5"	151032383	151035002	"annotated"	-0.001	"ENST00000315050.11+ENST00000518977.5+ENST00000519339.5+ENST00000520931.5+ENST00000521591.5+ENST00000522226.5+ENST00000522574.5+ENST00000523200.5+ENST00000523338.5+ENST00000610535.4"	"MDS"
"6185"	"clu_20319_-"	3	"chr5:179798576-179799065"	"<i>MGAT4B</i>"	"annotated"	0.0142	"MGAT4B"	"ENSG00000196705.8"	"chr5"	179798576	179798928	"annotated"	-0.001	"ENST00000520969.5"	"MDS"
"6186"	"clu_20512_+"	5	"chr11:32600832-32602279"	"<i>EIF3M</i>"	"cryptic"	0.0253	"EIF3M"	"ENSG00000179820.15"	"chr11"	32600832	32602279	"novel annotated pair"	-0.001	"ENST00000524896.5+ENST00000525054.1+ENST00000526267.1+ENST00000531120.5"	"MDS"
"6187"	"clu_20740_+"	4	"chr11:65109788-65110482"	"<i>VPS51</i>"	"cryptic"	4.07e-06	"VPS51"	"ENSG00000160752.14"	"chr11"	65109966	65110482	"cryptic_fiveprime"	-0.001	"."	"MDS"
"6188"	"clu_20824_+"	26	"chr11:66617057-66665856"	"<i>RBM4</i>"	"cryptic"	0.0141	"RBM4"	"ENSG00000152223.12"	"chr11"	66617057	66646027	"annotated"	-0.001	"ENST00000412278.2+ENST00000500635.2"	"MDS"
"6189"	"clu_20824_+"	26	"chr11:66617057-66665856"	"<i>RBM4</i>"	"cryptic"	0.0141	"RBM4"	"ENSG00000196705.8"	"chr11"	66652452	66657136	"cryptic_unanchored"	-0.001	NA	"MDS"
"6190"	"clu_20949_+"	4	"chr11:72824122-72824734"	"<i>ATG16L2</i>"	"cryptic"	0.0221	"ATG16L2"	"ENSG00000102893.15"	"chr11"	72824491	72824734	"cryptic_fiveprime"	-0.001	"."	"MDS"
"6191"	"clu_21128_+"	5	"chr11:119085066-119088635"	"<i>HMBS</i>"	"annotated"	0.0204	"HMBS"	"ENSG00000116871.15"	"chr11"	119085066	119088635	"annotated"	-0.001	"ENST00000278715.7+ENST00000442944.6+ENST00000535793.5+ENST00000536185.5+ENST00000536813.5+ENST00000542044.5+ENST00000543090.5+ENST00000543821.5+ENST00000544387.5+ENST00000545621.5+ENST00000545901.5+ENST00000546302.6+ENST00000640813.1"	"MDS"
"6192"	"clu_21165_+"	5	"chr11:125572569-125576255"	"<i>EI24</i>"	"annotated"	0.000408	"EI24"	"ENSG00000074582.12"	"chr11"	125572569	125575305	"annotated"	-0.001	"ENST00000527520.6+ENST00000534546.5"	"MDS"
"6193"	"clu_21165_+"	5	"chr11:125572569-125576255"	"<i>EI24</i>"	"annotated"	0.000408	"EI24"	"ENSG00000074582.12"	"chr11"	125572569	125576255	"annotated"	-0.001	"ENST00000278903.10+ENST00000524723.5+ENST00000527131.2+ENST00000527235.6+ENST00000527520.6+ENST00000527842.6+ENST00000529765.5+ENST00000531636.5+ENST00000534546.5+ENST00000615917.4+ENST00000618552.4+ENST00000620753.4"	"MDS"
"6194"	"clu_21295_-"	10	"chr11:5226711-5234342"	"<i>HBB</i>"	"cryptic"	0.000533	"HBB"	"ENSG00000164111.14"	"chr11"	5226967	5234126	"cryptic_unanchored"	-0.001	NA	"MDS"
"6195"	"clu_21463_-"	3	"chr11:57333071-57333435"	"<i>SSRP1</i>"	"cryptic"	3.28e-05	"SSRP1"	"ENSG00000174501.14"	"chr11"	57333144	57333435	"cryptic_threeprime"	-0.001	"."	"MDS"
"6196"	"clu_22035_+"	7	"chr6:10723241-10725911"	"<i>TMEM14C</i>"	"cryptic"	1.48e-07	"TMEM14C"	"ENSG00000138138.13"	"chr6"	10723241	10724961	"annotated"	-0.001	"ENST00000229563.5+ENST00000467415.5+ENST00000541412.5"	"MDS"
